PID1,PID2,B1,B2,PB,D1,D2,PD,PRODUCT,AVERAGE,DUPLICATE,
MJ5T-WSD,K86Z-L1M,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZBB-FZL,MPB1-PDN,missing,+1706-11-11,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT6-LVM,99ZS-WQQ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
98GH-ZMN,98GH-DBQ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBP-MYV,K6MT-2CJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8G-283,MR8G-SB5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR9Q-5DS,K42D-7ZH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNR-YWV,9DZN-2XG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
98G7-4YQ,96HH-LFY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6C-F4H,K83R-3C2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWG-9NG,M226-LRQ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRB3-R1J,MRB3-RBG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ6F-T3V,KH6Q-XJ6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ71-XRG,KZGJ-73V,missing,A+1777,0.5,missing,missing,0.5,0.25,0.5,Y,
MPX1-1NF,MPX1-1KP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTW-WR2,LJT5-22C,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR9V-3NZ,KNPP-J91,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWP-9XH,M22V-8SY,missing,+1846-09-12,0.5,missing,missing,0.5,0.25,0.5,Y,
9JN9-YY1,KG4M-PVN,+1882-05-04,+1882-05-04,1.0,missing,missing,0.5,0.5,0.75,Y,
MR91-C6W,MYG7-GHQ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9891-SGX,L7NN-9LZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW5-ZCM,MPW5-Z7C,missing,+1207,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6R-QHB,M6KX-NCL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNG-H9T,9JNF-J3P,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DV-FF1,L8TJ-BCS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLWW-BNX,M7TS-H4R,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZBM-81F,KZ1C-VWH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
989Z-K2B,L447-7JJ,missing,+1867-07,0.5,missing,+1920,0.5,0.25,0.5,N,
9JNN-GCX,M97Q-ZN1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDR-QZ1,MRD7-MB7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ5T-WSD,KKSW-SX4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZBB-FZL,MC2V-2WQ,missing,+1706-11-11,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBW-DZ9,L7JR-F9M,+1834,+1835,0.6666666666666666,missing,missing,0.5,0.3333333333333333,0.5833333333333333,Y,
98GH-ZMN,96S3-BSN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR9Q-5DS,948R-TLG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPWP-9XH,M22V-89V,missing,+1844-09-07,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNR-YWV,9DZN-GQG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LJTW-WR2,LJTR-V2K,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ71-XRG,KZLZ-NVJ,missing,A+1777,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDL-FP8,L42T-RG3,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBM-81F,MBSW-ZS5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DV-FF1,L6DX-P76,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT2-BM2,MRMD-6PN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTQ-TQZ,LJTC-HDY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLWW-BNX,KL7G-77V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6F7-YXQ,L2VH-CBD,+1995-06-20,+1995-06-20,1.0,missing,+1995-06-21,0.5,0.5,0.75,Y,
9JNG-H9T,982M-793,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9891-SGX,9891-SGP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8G-283,MR8L-5TX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDR-QZ1,MR4G-3HJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNN-GCX,M976-KRJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ5T-WSD,MTJ4-QC5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPX4-H97,MPXW-VPJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTB-QHC,L5JM-SD2,missing,missing,0.5,missing,+1879-08-18,0.5,0.25,0.5,N,
MPWH-FMX,MDHZ-18Q,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98GH-ZMN,KHR2-NP5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
987H-PYT,987C-2BJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZB1-C1W,LY5X-7R4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98G7-VCY,99BY-FQ3,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDL-FP8,MRCR-61K,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6D-9SS,MJY5-74X,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPWP-9XH,M22J-22G,missing,+1834-06-18,0.5,missing,missing,0.5,0.25,0.5,N,
LJTQ-TQZ,LKZ7-F1T,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZBM-81F,9NWB-LCG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ71-XRG,K8FV-S38,missing,A+1777,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8G-283,L5DY-KVP,missing,+1808-05-18,0.5,missing,+1896-04-02,0.5,0.25,0.5,N,
LJTW-WR2,LJTW-W1G,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNB-ZCQ,9ND7-MNV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNR-YWV,9JNB-DXP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KLWW-BNX,KL71-PVW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRDR-QZ1,MRDV-8GW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT6-M7M,MHCB-KTJ,A+1770,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR9Q-5DS,KH65-RQC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNN-GCX,M9QG-H29,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW7-JNF,MPWK-LHN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNG-H9T,KH2Z-S3L,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9891-SGX,9891-SG2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98BG-WRR,LZ37-PY3,+1796-04-15,missing,0.5,+1862-06-02,missing,0.5,0.25,0.5,N,
KLWX-WXL,L73T-KR3,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DV-FF1,L8TJ-2C7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT2-BM2,MLQT-NX7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZBP-MYV,9J6L-46P,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBX-11B,94G7-W2M,A+1863,A+1863,1.0,missing,missing,0.5,0.5,0.75,Y,
MPX4-H97,KCWC-Z46,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWH-FMX,MPW8-PMD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
987H-PYT,987H-1F8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRFF-8Y7,L4NC-8CG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98G7-VCY,98G7-KGD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZB1-C1W,K4D1-TR5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBM-81F,MHQN-95F,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDL-FP8,MRDK-KZZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6D-9SS,MP2F-PYS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPWP-9XH,MPWP-6J5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LJTQ-TQZ,LKWR-FBL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR91-C78,K872-J62,missing,A+1624,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTW-WR2,LJTQ-JKC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KLWW-BNX,MLMQ-TQC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNB-ZCQ,9ND7-SS4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT6-M7M,M2VJ-F9B,A+1770,A+1770,1.0,missing,missing,0.5,0.5,0.75,Y,
MRDR-QZ1,MRHZ-JVG,missing,+1791,0.5,missing,+1871,0.5,0.25,0.5,N,
9891-SGX,L7NN-9GX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW7-JNF,MPWK-S45,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6F8-4Z7,LZJY-B99,+1898,A+1884,0.0,missing,missing,0.5,0.0,0.25,N,
LJTC-4SJ,LJT4-QJN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98GL-L9D,KGQW-LPB,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
987H-PYT,987C-3ZC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ5Y-55C,MJ5Y-6D8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPX4-H97,MMXB-THV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6G-GSB,9QM3-ZBP,missing,+1825-08-15,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNG-H9T,9JNX-F8G,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6V-BS8,KWJ4-4SW,missing,+1809-08-25,0.5,missing,+1873-06-10,0.5,0.25,0.5,Y,
MJ71-XRG,KHZV-5ZG,missing,A+1768,0.5,missing,missing,0.5,0.25,0.5,N,
KCT6-M7M,MSTX-KHH,A+1770,A+1770,1.0,missing,missing,0.5,0.5,0.75,Y,
MJ6D-9SS,MG6L-2LX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNR-Z97,9JNR-H1N,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTQ-TQZ,LKWR-MXW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZB1-C1W,9SXG-NGS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTW-WR2,LJTQ-J28,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRF7-W9G,MKNG-PWJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRDN-6ZP,MRDN-6CR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT4-2WJ,KHCF-B2M,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6DX-WYQ,L6DD-1SS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRFF-8Y7,L4NX-LMX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98GL-L9D,MH3N-7L4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNB-ZCQ,M36L-CPV,missing,A+1600,0.5,missing,/+1674,0.5,0.25,0.5,Y,
MR91-C78,KZQV-R1D,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBX-QYJ,MC4S-J2K,A+1771,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBB-WP1,MQ39-VKL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBR-FP2,MD6X-4TJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
987H-PYT,987H-Z6Y,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNP-HD6,K4V7-53M,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6F8-4Z7,92MQ-J2T,+1898,+1887-03-06,0.0,missing,+1922,0.5,0.0,0.25,N,
MPWJ-6XQ,MPWJ-XVG,+1834-09-07,+1834-09-07,1.0,missing,missing,0.5,0.5,0.75,Y,
MPW7-JNF,MPWS-FRC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPX4-H97,MJVK-7X8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNG-H9T,MGXX-R4P,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ5Y-55C,MJ51-HH6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRDL-FP8,L5JH-DXM,missing,+1804,0.5,missing,+1885-04-15,0.5,0.25,0.5,N,
MJ6D-9SS,MV7R-VZ9,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPWS-7CR,MPZ6-88F,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9893-CS2,9893-Z85,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDN-6ZP,MRHM-DMT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLX4-QDC,9XPR-7MK,+1853-11-01,missing,0.5,+1911-03-03,missing,0.5,0.25,0.5,Y,
MRFF-8Y7,KJKJ-FVM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNR-Z97,9JNR-85V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBB-WP1,MQSH-DK6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBR-FP2,MD6L-22V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98G8-RNG,LDYR-76X,missing,+1846,0.5,missing,missing,0.5,0.25,0.5,Y,
KZB3-CQ5,9NSM-HNL,+1749,+1739-05-27,0.0,missing,+1795-04-28,0.5,0.0,0.25,N,
MPW7-JNF,MPWC-J6N,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBX-QYJ,M9H5-KHL,A+1771,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNP-HD6,9JNP-ZCC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8P-C78,KVY7-B4D,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZB5-LZS,L7TP-7NZ,+1883-02-25,+1883-02-25,1.0,missing,+1959-04-09,0.5,0.5,0.75,Y,
MJ6M-1SR,M3X1-SZW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ72-44L,MD51-MXT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWS-7CR,MPZF-VPC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9893-CS2,9893-8N4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DX-WYQ,L8TM-JYX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDL-FP8,LC2C-2R1,missing,+1801-04-30,0.5,missing,missing,0.5,0.25,0.5,N,
KZB1-C28,K6FY-W26,A+1690,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ79-CRT,L42D-PB8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR9R-9YC,L45S-5CZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KLX4-QDC,L4RJ-DQF,+1853-11-01,missing,0.5,+1911-03-03,missing,0.5,0.25,0.5,Y,
MRFF-8Y7,KJ2Z-6XX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT4-38J,MXV6-5XR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDN-6ZP,MRC6-M4K,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTC-4SJ,LJBD-MPT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBR-FP2,MHKP-LJR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
987W-6SY,9874-8RM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LJTR-HRF,LJTR-NTS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBX-QYJ,9763-RYT,A+1771,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNP-HD6,9KC7-JKH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98GL-TCF,9H45-YPF,missing,A+1869,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW7-JNF,MPWV-1LQ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6D-JHW,9NNT-CLH,missing,+1870-03-02,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DX-WYQ,L6D4-93Q,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNB-ZD2,MTXT-7QD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPWJ-P8W,MPWJ-P4Z,+1572,+1572,1.0,missing,missing,0.5,0.5,0.75,Y,
9JNG-XMX,9JNL-4P8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNS-MXB,9JNS-461,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6F9-JDJ,L8YX-4NR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ64-JSR,97Q7-FJY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLX4-QDC,96C6-GW8,+1853-11-01,missing,0.5,+1911-03-03,missing,0.5,0.25,0.5,Y,
KZB1-C28,K6NQ-56K,A+1690,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRDN-6ZP,MRHB-ZG8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT7-8M7,LLC2-7RN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRFF-8Y7,MVHD-LMM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWS-7CR,MPHF-WBQ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8P-C78,9DGP-5B7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPX5-TWH,9DF2-G9Y,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTC-4SJ,LJT8-J33,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KLX1-SXX,LRXQ-B2V,+1892-04-24,+1892-04-24,1.0,+1980-01,+1980-01-19,1.0,1.0,1.0,Y,
KZBR-FP2,MDXZ-215,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR91-C78,MH3C-VZM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTR-HRF,LJT8-KWC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6M-1T3,MJ5H-N89,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6DX-WYQ,L8TS-ZS7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNG-XMX,9NDG-PNP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBX-QYJ,MV1Z-6FB,A+1771,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDL-NYY,99HZ-RK7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98G9-FNR,9JPH-13Z,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNB-ZD2,9VZ9-LW7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
987W-6SY,987H-Q6F,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZB6-QPC,M2J4-BML,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDN-6ZP,MR8G-TKN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ76-64F,KZ9T-NM6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLX4-QDC,L4RF-616,+1853-11-01,missing,0.5,+1911-03-03,missing,0.5,0.25,0.5,Y,
MPWS-7CR,KHW8-R8V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9894-PRC,L48N-7HP,+1893-08-05,+1893-08-05,1.0,missing,missing,0.5,0.5,0.75,Y,
MRF8-JY3,97SZ-Q98,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNS-MXB,9KHJ-316,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6W-6SC,MJFP-7LC,missing,A+1834,0.5,missing,+1870,0.5,0.25,0.5,Y,
98BH-358,K6HG-RGL,missing,+1815,0.5,missing,missing,0.5,0.25,0.5,N,
LJTR-HRF,LJTR-CN5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DX-WYQ,LDGN-PBZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR91-C78,M13G-FLS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW7-RXH,275M-MNW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNP-Y8Y,9JNP-KC4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTC-4SJ,LJTC-HFL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ79-CRT,MJ79-C5V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZB6-QPC,M2JH-M68,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98GR-FN9,KFLK-FC2,A+1891,A+1891,1.0,missing,missing,0.5,0.5,0.75,Y,
MPX6-HX4,MRZG-BDV,missing,+1763,0.5,missing,missing,0.5,0.25,0.5,Y,
987W-6SY,987W-FPV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR9Y-9DG,MY3Q-P92,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNS-MXB,9JN9-K7Z,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZ9X-PCL,93T8-JBD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWK-D9C,LDV8-GG9,+1911-06-18,+1911-06-18,1.0,+1935,+1935-06-24,1.0,1.0,1.0,Y,
9JNB-ZD2,9JJ9-PSP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPWS-7CR,MPWS-7FP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLX4-QDC,9DCV-HJP,+1853-11-01,missing,0.5,+1911-03-03,missing,0.5,0.25,0.5,Y,
KZBX-QYJ,MK2D-3LB,A+1771,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ76-64F,KC61-RGR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ68-3TF,MPGB-ZPJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KCT8-4WD,KWJN-NKF,+1887-12-01,+1887-12-01,1.0,+1965-01-08,+1965-08-01,0.0,0.0,0.5,Y,
98BH-358,M66Z-C6Q,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ6N-X3J,MJ6X-9XP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTR-HRF,LJTR-5MP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6D-RRY,MJ6W-CKL,missing,+1809,0.5,missing,missing,0.5,0.25,0.5,N,
KZBR-NYS,MR8J-8Q2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNJ-V9C,9JNJ-XF5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR91-C78,KZSY-2V7,missing,+1631-08-12,0.5,missing,missing,0.5,0.25,0.5,N,
98GG-4NV,KC75-KVK,+1914,+1914,1.0,missing,missing,0.5,0.5,0.75,N,
KZB6-QPC,M2V8-TWT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPX6-HX4,M21K-W8Y,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR8P-C78,KKS8-V5X,missing,+1850-03-14,0.5,missing,+1910-03-04,0.5,0.25,0.5,Y,
9JNP-Y8Y,9JNP-2YX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9899-WGL,MXHJ-PKX,+1754-01-20,missing,0.5,+1754-02-02,missing,0.5,0.25,0.5,N,
KZ9X-PCL,KHYZ-ZCP,missing,missing,0.5,missing,+1640-09-13,0.5,0.25,0.5,N,
9JNS-MXB,9KHJ-4MJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ79-CRT,MJ79-TH9,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
